,UNI_TYP_left,UNI_MAJ_left,UNI_IMD,ORGID,ORGID_NUM,SCHNAME,ADDRESS,CITY,ZIP,SCH_TYPE,SCH_TYPE1,SCH_TYPE2,SCH_LEVEL,GRADE,CLASS,SDNUM,SDNAME,CTYNUM,FIPSNUM,CTYNAME,MAGNET,DATE_ENTRY,FED_SCHNUM,ALT_NAME,WEB_URL,YEAR,geometry,Unnamed: 0,School Name,Demographic Description,Ending Status,Four Year Percent,Four Year Total,Physical Line 1,Physical City,Physical State,Physical Zip,Consistent Attendance,index_right,SECSCHOOL,STATE,BLOCKGROUP,BLOCK,TRACT,MCD,SUBMCD,PLACE,UNI_MAJ_right,UNI_TYP_right,UNI_NAM,HIGH_NAME,MIDD_NAME,ELEM_NAME,POPULATION
0,01,0497,020,010497020000,10497020000.0,Lyle High,700 E 2ND ST,LYLE,55953,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,497,Lyle,50,99,Mower,NO,4/13/2007,271836000854.0,,http://www.lyle.k12.mn.us,SY2018-19,POINT (504565.8762999997 4817361.120999999),955,LYLE SECONDARY,All Students,Graduate,90.0,20,700 E 2nd St,Lyle,MN,55953-0359,69.72,83609,,27,270990013004,270990013004109,27099001300,2709938654,,2738654,0497,01,Lyle,LYLE,,LYLE,112
1,01,0499,030,010499030000,10499030000.0,Leroy High,406 W MAIN ST,LEROY,55951,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,499,Leroy-Ostrander,50,99,Mower,NO,4/13/2007,271806000832.0,,http://www.leroy.k12.mn.us,SY2018-19,POINT (539614.6634 4817954.676100001),959,LEROY SECONDARY,All Students,Graduate,100.0,18,406 W Main St,LeRoy,MN,55951,95.68,83080,,27,270990013003,270990013003006,27099001300,2709936620,,2736620,0499,01,Leroy-Ostrander,LEROY-OSTRANDER,,LEROY-OSTRANDER,25
2,01,0238,002,010238002000,10238002000.0,Mabel-Canton High,316 W FILLMORE AVE,MABEL,55954,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,238,Mabel-Canton,23,45,Fillmore,NO,4/13/2007,271854000858.0,,http://www.mabelcanton.k12.mn.us,SY2018-19,POINT (599145.5640000002 4819253.500800001),538,MABEL-CANTON SECONDARY,All Students,Graduate,95.65,23,316 W Fillmore Ave,Mabel,MN,55954,85.33,244664,,27,270459606004,270459606004032,27045960600,2704538888,,2738888,0238,01,Mabel-Canton,MABEL-CANTON,,MABEL-CANTON,36
3,01,2198,456,012198456000,12198456000.0,Fillmore Central High,145 MAIN AVE S,HARMONY,55939,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2198,Fillmore Central,23,45,Fillmore,NO,4/13/2007,270010000691.0,,http://www.rschooltoday.com/fcentral,SY2018-19,POINT (579909.1255000001 4822722.001800001),1777,FILLMORE CENTRAL SENIOR HIGH,All Students,Graduate,98.04,51,145 Main Ave S,Harmony,MN,55939-0599,86.71,245173,,27,270459605003,270459605003046,27045960500,2704527188,,2727188,2198,01,Fillmore Central,FILLMORE CENTRAL,,FILLMORE CENTRAL,0
4,01,2886,300,012886300000,12886300000.0,G-E High,230 5TH ST SE,GLENVILLE,56036,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2886,Glenville-Emmons,24,47,Freeborn,NO,4/13/2007,270014800635.0,,http://www.geschools.com,SY2018-19,POINT (477743.4357000003 4823853.498),1905,GLENVILLE-EMMONS SECONDARY,All Students,Graduate,87.5,16,230 5th St SE,Glenville,MN,56036-0038,86.54,84709,,27,270471810001,270471810001091,27047181000,2704724056,,2724056,2886,01,Glenville-Emmons,GLENVILLE-EMMONS,,GLENVILLE-EMMONS,11
5,01,0500,040,010500040000,10500040000.0,Southland High,203 2ND ST NW,ADAMS,55909,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,500,Southland,50,99,Mower,NO,4/13/2007,270272000052.0,,http://www.isd500.k12.mn.us,SY2018-19,POINT (522815.0601000004 4824006.9976),963,SOUTHLAND SENIOR HIGH,All Students,Graduate,97.92,48,203 2nd St NW,Adams,MN,55909,80.29,82390,,27,270990013002,270990013002115,27099001300,2709900190,,2700190,0500,01,Southland,SOUTHLAND,SOUTHLAND,SOUTHLAND,20
6,01,0297,020,010297020000,10297020000.0,Spring Grove High,113 2ND AVE NW,SPRING GROVE,55974,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,297,Spring Grove,28,55,Houston,NO,4/13/2007,273330001459.0,,http://www.springgrove.k12.mn.us,SY2018-19,POINT (609678.7478 4824014.497099999),729,SPRING GROVE SECONDARY,All Students,Graduate,100.0,25,113 2nd Ave NW,Spring Grove,MN,55974-0626,88.89,244255,,27,270550209001,270550209001149,27055020900,2705561852,,2761852,0297,01,Spring Grove,SPRING GROVE,,SPRING GROVE,0
7,01,0671,020,010671020000,10671020000.0,Hills-Beaver Creek High,301 N SUMMIT AVE,HILLS,56138,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,6-12,33,671,Hills-Beaver Creek,67,133,Rock,NO,6/11/2012,271404000727.0,,http://hbcpatriots.com,SY2018-19,POINT (228213.1993000004 4825414.026799999),1244,HILLS-BEAVER CREEK SECONDARY,All Students,Graduate,96.55,29,301 N Summit Ave,Hills,MN,56138-0547,93.14,28071,,27,271335703002,271335703002033,27133570300,2713340796,,,0671,01,Hills-Beaver Creek,HILLS-BEAVER CREEK,,HILLS-BEAVER CREEK,2
8,01,2895,113,012895113000,12895113000.0,JCC High,1128 N HWY,JACKSON,56143,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2895,Jackson County Central,32,63,Jackson,NO,4/13/2007,270023100773.0,,http://www.jccschools.com,SY2018-19,POINT (338779.7192000002 4832186.5012),1921,JACKSON COUNTY CENTRAL SENIOR HIGH,All Students,Graduate,95.35,86,1128 N Hwy,Jackson,MN,56143-1075,82.63,34985,,27,270634804004,270634804004012,27063480400,2706331562,,2731562,2895,01,Jackson County Central,JCC,JCC,RIVERSIDE,0
9,01,2752,060,012752060000,12752060000.0,Fairmont High,900 JOHNSON ST,FAIRMONT,56031,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2752,Fairmont Area,46,91,Martin,NO,4/13/2007,270012400553.0,,http://fairmont.k12.mn.us,SY2018-19,POINT (383087.4689999996 4832576.5559),1857,FAIRMONT JR./SR. HIGH SCHOOL,All Students,Graduate,91.24,137,900 Johnson St,Fairmont,MN,56031-4598,83.28,37276,,27,270917905005,270917905005001,27091790500,2709120330,,2720330,2752,01,Fairmont Area,FAIRMONT,,FAIRMONT,0
10,01,0299,032,010299032000,10299032000.0,Caledonia Area High,825 N WARRIOR AVE,CALEDONIA,55921,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,299,Caledonia Area,28,55,Houston,NO,4/13/2007,270738003188.0,,http://www.cps.k12.mn.us,SY2018-19,POINT (620286.0765000004 4833101.2348),733,CALEDONIA SENIOR HIGH,All Students,Graduate,100.0,54,825 N Warrior Ave,Caledonia,MN,55921,95.12,247249,,27,270550205001,270550205001013,27055020500,2705509226,,2709226,0299,01,Caledonia Area,CALEDONIA AREA,CALEDONIA AREA,CALEDONIA AREA,102
11,01,2860,020,012860020000,12860020000.0,BEA High,1125 HWY 169 N,BLUE EARTH,56013,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,8-12,33,2860,Blue Earth Area,22,43,Faribault,NO,4/13/2007,270013002498.0,,http://www.blueearth.k12.mn.us/hs/hs.htm,SY2018-19,POINT (412015.0301999999 4833690),1897,BLUE EARTH AREA SECONDARY,All Students,Graduate,88.46,78,1125 Hwy 169 N,Blue Earth,MN,56013-2006,86.86,78411,,27,270434604003,270434604003012,27043460400,2704306688,,2706688,2860,01,Blue Earth Area,BLUE EARTH,BLUE EARTH,BLUE EARTH,0
12,01,0518,008,010518008000,10518008000.0,Worthington High,1211 CLARY ST,WORTHINGTON,56187,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,518,Worthington,53,105,Nobles,NO,4/13/2007,274416001841.0,,http://www.isd518.net,SY2018-19,POINT (290498.8126999997 4833837.998500001),987,WORTHINGTON SENIOR HIGH,All Students,Graduate,85.94,192,1211 Clary St,Worthington,MN,56187-2099,93.1,32804,,27,271051054003,271051054003003,27105105400,2710571734,,2771734,0518,01,Worthington,WORTHINGTON,WORTHINGTON,PRAIRIE,13
13,01,0492,200,010492200000,10492200000.0,Austin High,301 3RD ST NW,AUSTIN,55912,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,492,Austin,50,99,Mower,NO,6/15/2007,270345000148.0,,http://www.austin.k12.mn.us/austinhs,SY2018-19,POINT (501682.6305999998 4834921.876599999),947,AUSTIN SENIOR HIGH,All Students,Graduate,78.69,352,301 3rd St NW,Austin,MN,55912-3196,71.46,85900,,27,270990003005,270990003005019,27099000300,2709902908,,2702908,0492,01,Austin,AUSTIN,ELLIS,WOODSON & SUMNER & HOLTON,0
325,01,0492,150,010492150000,10492150000.0,Austin ALC,301 3RD ST NW,AUSTIN,55912,PUBLIC,ALC,PUBLIC ALC,SCHOOL,6-12,41,492,Austin,50,99,Mower,NO,6/15/2007,270345002231.0,,http://www.austin.k12.mn.us/austinhs,SY2018-19,POINT (501682.6305999998 4834921.876599999),943,AUSTIN AREA LEARNING CENTER,All Students,Graduate,25.0,16,301 3rd St NW,Austin,MN,55912-3196,44.92,85900,,27,270990003005,270990003005019,27099000300,2709902908,,2702908,0492,01,Austin,AUSTIN,ELLIS,WOODSON & SUMNER & HOLTON,0
14,01,0511,020,010511020000,10511020000.0,Adrian High,415 KENTUCKY AVE,ADRIAN,56110,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,9-12,33,511,Adrian,53,105,Nobles,NO,4/13/2007,270273000056.0,,http://adrianschool.net,SY2018-19,POINT (263100.7444000002 4835282.9245),979,ADRIAN SECONDARY,All Students,Graduate,94.87,39,415 Kentucky Ave,Adrian,MN,56110-1151,84.68,28591,,27,271051052003,271051052003050,27105105200,2710500262,,2700262,0511,01,Adrian,ADRIAN,,ADRIAN,0
15,01,2448,020,012448020000,12448020000.0,MCW High,16 W 5TH ST,SHERBURN,56171,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2448,Martin County West,46,91,Martin,NO,1/24/2018,271896000075.0,,http://www.martin.k12.mn.us,SY2018-19,POINT (360511.0942000002 4835324.999299999),1817,MARTIN COUNTY WEST SENIOR HIGH,All Students,Graduate,95.16,62,16 W 5th St,Sherburn,MN,56171,80.9,36544,,27,270917903002,270917903002051,27091790300,2709159620,,2759620,2448,01,Martin County West,MCW HIGH,MCW JR HIGH,WELCOME & TRIMONT & SHERBURN,57
16,01,0242,001,010242001000,10242001000.0,Alden-Conger High,215 N BROADWAY,ALDEN,56009,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,242,Alden-Conger,24,47,Freeborn,NO,4/13/2007,270303000080.0,,http://www.alden-conger.org,SY2018-19,POINT (453705.7525000004 4835668.002900001),554,ALDEN-CONGER SECONDARY,All Students,Graduate,100.0,29,215 N Broadway,Alden,MN,56009-0099,86.52,79663,,27,270471803002,270471803002045,27047180300,2704700838,,2700838,0242,01,Alden-Conger,ALDEN-CONGER,,ALDEN-CONGER,29
17,01,0241,310,010241310000,10241310000.0,Albert Lea High,2000 TIGER LN,ALBERT LEA,56007,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,8-12,32,241,Albert Lea,24,47,Freeborn,NO,4/13/2007,270297000068.0,,http://www.alschools.org,SY2018-19,POINT (471718.8142999997 4835734.999500001),546,ALBERT LEA SENIOR HIGH,All Students,Graduate,86.22,225,2000 Tiger Ln,Albert Lea,MN,56007-6307,80.09,81937,,27,270471805001,270471805001048,27047180500,2704700694,,2700694,0241,01,Albert Lea,ALBERT LEA,SOUTHWEST,HAWTHORNE,0
18,01,2536,020,012536020000,12536020000.0,GHEC High,300 REYNOLDS ST,GRANADA,56039,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,9-12,32,2536,Granada-Huntley-East Chain,46,91,Martin,NO,4/13/2007,271304000155.0,,http://www.ghec.k12.mn.us,SY2018-19,POINT (391575.2210999997 4839218.999299999),1825,GRANADA HUNTLEY EAST CHAIN HIGH SCHOOL,All Students,Graduate,91.3,23,300 Reynolds St,Granada,MN,56039-0017,88.12,78701,,27,270917902001,270917902001084,27091790200,2709124884,,2724884,2536,01,Granada-Huntley-East Chain,GHEC,GHEC,GHEC,7
19,01,2184,004,012184004000,12184004000.0,Luverne High,709 N KNISS,LUVERNE,56156,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2184,Luverne,67,133,Rock,NO,4/13/2007,271833000852.0,,http://www.isd2184.net,SY2018-19,POINT (240705.7405000003 4839320.0284),1769,LUVERNE SENIOR HIGH,All Students,Graduate,95.29,85,709 N Kniss,Luverne,MN,56156-1229,84.96,29927,,27,271335702001,271335702001018,27133570200,2713338564,,2738564,2184,01,Luverne,LUVERNE,LUVERNE,LUVERNE,63
20,01,0495,030,010495030000,10495030000.0,Grand Meadow High,710 4TH AVE NE,GRAND MEADOW,55936,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,495,Grand Meadow,50,99,Mower,NO,4/13/2007,271314004160.0,,http://www.gm.k12.mn.us,SY2018-19,POINT (535281.0784999998 4839675.001599999),951,GRAND MEADOW SENIOR HIGH,All Students,Graduate,96.55,29,710 4th Ave NE,Grand Meadow,MN,55936-0068,81.00666667,86708,,27,270990014002,270990014002095,27099001400,2709925010,,2725010,0495,01,Grand Meadow,GRAND MEADOW,GRAND MEADOW,GRAND MEADOW,146
21,01,0229,020,010229020000,10229020000.0,Lanesboro High,100 KIRKWOOD ST E,LANESBORO,55949,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,229,Lanesboro,23,45,Fillmore,NO,4/13/2007,271791000824.0,,http://www.lanesboro.k12.mn.us,SY2018-19,POINT (582504.2896999996 4840931.273499999),534,LANESBORO SECONDARY,All Students,Graduate,100.0,23,100 Kirkwood St E,Lanesboro,MN,55949,93.85,246551,,27,270459606001,270459606001042,27045960600,2704535450,,2735450,0229,01,Lanesboro,LANESBORO,,LANESBORO,4
22,01,2134,020,012134020000,12134020000.0,USC High,600 11TH ST. SW,WELLS,56097,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2134,United South Central,22,43,Faribault,NO,6/2014,270000501770.0,,http://www.usc.k12.mn.us,SY2018-19,POINT (441099.8474000003 4842521.7568),1669,UNITED SOUTH CENTRAL HIGH SCHOOL,All Students,Graduate,88.1,42,600 11th St. SW,Wells,MN,56097,84.07,80692,,27,270434606002,270434606002035,27043460600,2704369106,,2769106,2134,01,United South Central,USC,,USC,156
23,01,0330,030,010330030000,10330030000.0,Heron Lake-Okabena High,124 N MINNESOTA AVE,OKABENA,56161,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,330,Heron Lake-Okabena,32,63,Jackson,NO,5/13/2015,271393000017.0,,http://www.ssc.mntm.org,SY2018-19,POINT (313443.3142999997 4845741.9988),781,HERON LAKE-OKABENA SECONDARY,All Students,Graduate,84.21,38,124 N Minnesota Ave,Okabena,MN,56161-4000,88.41,34831,,27,270634802001,270634802001137,27063480200,2706348184,,2748184,0330,01,Heron Lake-Okabena,HERON LAKE-OKABENA,,HERON LAKE-OKABENA,0
24,01,0294,020,010294020000,10294020000.0,Houston High,306 W ELM ST,HOUSTON,55943,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,294,Houston,28,55,Houston,NO,4/13/2007,271428000749.0,,http://www.houston.k12.mn.us,SY2018-19,POINT (614930.1322999997 4846137.648),725,HOUSTON SECONDARY,All Students,Graduate,100.0,30,306 W Elm St,Houston,MN,55943,92.85,247342,,27,270550203002,270550203002013,27055020300,2705530230,,2730230,0294,01,Houston,HOUSTON,,HOUSTON,236
349,01,0294,012,010294012000,10294012000.0,MN Virtual Academy,306 W ELM ST,HOUSTON,55943,PUBLIC,OTHER,DISTANCE LEARNING OLL,SCHOOL,KG-12,46,294,Houston,28,55,Houston,NO,6/1/2007,271428003187.0,,http://www.k12.com/mnva,SY2018-19,POINT (614930.1322999997 4846137.648),721,MINNESOTA VIRTUAL ACADEMY,All Students,Graduate,50.42,236,306 W Elm St,Houston,MN,55943-0363,81.93,247342,,27,270550203002,270550203002013,27055020300,2705530230,,2730230,0294,01,Houston,HOUSTON,,HOUSTON,236
25,01,0077,160,010077160000,10077160000.0,Mankato East High,2600 HOFFMAN RD,MANKATO,56001,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,77,Mankato,7,13,Blue Earth,NO,4/13/2007,271878000879.0,,http://www.isd77.org,SY2018-19,POINT (423173.7752999999 4889784.6249),249,MANKATO EAST SENIOR HIGH,All Students,Graduate,92.11,228,2600 Hoffman Rd,Mankato,MN,56001-8726,80.75,102843,,27,270131705002,270131705002018,27013170500,2701339878,,2739878,0077,01,Mankato,MANKATO EAST,MANKATO EAST JR HIGH,KENNEDY,69
26,01,2899,040,012899040000,12899040000.0,PEM 9-12 High,500 W BROADWAY,PLAINVIEW,55964,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2899,Plainview-Elgin-Millville,79,157,Wabasha,NO,4/13/2007,270028703631.0,,http://www.pem.k12.mn.us,SY2018-19,POINT (566029.1785000004 4890576.500800001),1933,PLAINVIEW-ELGIN-MILLVILLE HIGH,All Students,Graduate,93.41,91,500 W Broadway,Plainview,MN,55964-1031,88.86,249261,,27,271574906002,271574906002033,27157490600,2715751424,,2751424,2899,01,Plainview-Elgin-Millville,PEM 9-12,PEM 7-8,PEM PK-6,63
27,01,0763,020,010763020000,10763020000.0,Medford High,750 2ND AVE SE,MEDFORD,55049,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,763,Medford,74,147,Steele,NO,4/13/2007,271932000910.0,,http://www.medford.k12.mn.us,SY2018-19,POINT (481396.4381999997 4891162.618899999),1416,MEDFORD SECONDARY,All Students,Graduate,92.21,77,750 2nd Ave SE,Medford,MN,55049-0038,77.8,141118,,27,271479601001,271479601001037,27147960100,2714741426,,2741426,0763,01,Medford,MEDFORD,,MEDFORD,288
28,01,0255,020,010255020000,10255020000.0,Pine Island High,223 1ST AVE SE,PINE ISLAND,55963,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,255,Pine Island,25,49,Goodhue,NO,4/13/2007,272895001258.0,,http://www.pineisland.k12.mn.us,SY2018-19,POINT (528431.6688000001 4894283.774499999),566,PINE ISLAND SECONDARY,All Students,Graduate,95.29,85,223 1st Ave SE,Pine Island,MN,55963-3098,83.37,169118,,27,270490808003,270490808003048,27049080800,2704951136,,2751136,0255,01,Pine Island,PINE ISLAND,PINE ISLAND,PINE ISLAND,0
29,01,0659,001,010659001000,10659001000.0,Northfield High,1400 DIVISION ST S,NORTHFIELD,55057,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,659,Northfield,66,131,Rice,NO,4/13/2007,272388001183.0,,http://www.nfld.k12.mn.us,SY2018-19,POINT (486938.4069999997 4921255.999600001),1236,NORTHFIELD SENIOR HIGH,All Students,Graduate,96.07,280,1400 Division St S,Northfield,MN,55057-2799,82.44,142041,,27,271310705042,271310705042002,27131070504,2713146924,,2746924,0659,01,Northfield,NORTHFIELD,NORTHFIELD,BRIDGEWATER,463
29,01,0659,001,010659001000,10659001000.0,Northfield High,1400 DIVISION ST S,NORTHFIELD,55057,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,659,Northfield,66,131,Rice,NO,4/13/2007,272388001183.0,,http://www.nfld.k12.mn.us,SY2018-19,POINT (486938.4069999997 4921255.999600001),1236,NORTHFIELD SENIOR HIGH,All Students,Graduate,96.07,280,1400 Division St S,Northfield,MN,55057-2799,82.44,142041,,27,271310705042,271310705042002,27131070504,2713146924,,2746924,0659,01,Northfield,NORTHFIELD,NORTHFIELD,SIBLEY,463
30,01,0813,040,010813040000,10813040000.0,Lincoln High,300 S GARDEN STREET,LAKE CITY,55041,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,813,Lake City,79,157,Wabasha,NO,4/13/2007,271752000804.0,,http://www.lake-city.k12.mn.us,SY2018-19,POINT (558313.6239 4921551.5023),1448,LINCOLN SECONDARY,All Students,Graduate,91.3,92,300 S Garden Street,Lake City,MN,55041-1664,87.13,249503,,27,271574903003,271574903003005,27157490300,2715734172,,2734172,0813,01,Lake City,LINCOLN,,BLUFF VIEW,0
31,01,2905,020,012905020000,12905020000.0,Tri-City United High,700 4TH ST NW,MONTGOMERY,56069,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2905,Tri-City United,40,79,Le Sueur,NO,3/2012,270037904578.0,,http://www.tcu2905us.new.rschooltoday.com/,SY2018-19,POINT (453337.9079 4921718.002599999),1949,TRI-CITY UNITED HIGH SCHOOL,All Students,Graduate,93.44,122,700 4th St NW,Montgomery,MN,56069-0029,79.39,107449,,27,270799503002,270799503002006,27079950300,2707943738,,2743738,2905,01,Tri-City United,TRI-CITY UNITED,,MONTGOMERY,134
32,01,2397,020,012397020000,12397020000.0,LSH High,901 E FERRY ST,LE SUEUR,56058,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2397,Le Sueur-Henderson,40,79,Le Sueur,NO,4/13/2007,271807000047.0,,http://www.isd2397.org,SY2018-19,POINT (428242.4994999999 4923104.000800001),1813,LE SUEUR-HENDERSON HIGH SCHOOL,All Students,Graduate,87.93,58,901 E Ferry St,Le Sueur,MN,56058-1699,96.34,103694,,27,270799502002,270799502002039,27079950200,2707936746,,2736746,2397,01,Le Sueur-Henderson,LE SUEUR-HENDERSON,,PARK & HILLTOP,0
33,01,2167,020,012167020000,12167020000.0,Lakeview High,875 BARSTAD RD N,COTTONWOOD,56229,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,2167,Lakeview,42,83,Lyon,NO,4/13/2007,270008800408.0,,http://www.lakeview2167.com,SY2018-19,POINT (288403.0069000004 4944403.6512),1729,LAKEVIEW SECONDARY,All Students,Graduate,93.55,62,875 Barstad Rd N,Cottonwood,MN,56229-0107,94.42,48765,,27,270833601004,270833601004012,27083360100,2708313564,,2713564,2167,01,Lakeview,LAKEVIEW,,LAKEVIEW,44
34,01,0717,127,010717127000,10717127000.0,Jordan High,600 SUNSET DR,JORDAN,55352,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,717,Jordan,70,139,Scott,NO,4/13/2007,271575001625.0,,http://www.jordan.k12.mn.us,SY2018-19,POINT (449278.9064999996 4945183.499199999),1308,JORDAN HIGH SCHOOL,All Students,Graduate,94.06,101,600 Sunset Dr,Jordan,MN,55352-1698,76.61,111920,,27,271390808001,271390808001037,27139080800,2713932174,,2732174,0717,01,Jordan,JORDAN,JORDAN,JORDAN,97
35,01,0194,028,010194028000,10194028000.0,Lakeville North High,19600 IPAVA AVE,LAKEVILLE,55044,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,194,Lakeville,19,37,Dakota,NO,4/13/2007,271778000817.0,,http://www.isd194.org,SY2018-19,POINT (479611.0911999997 4945798.9607),442,LAKEVILLE NORTH HIGH,All Students,Graduate,95.48,465,19600 Ipava Ave,Lakeville,MN,55044-7421,89.06,146255,,27,270370608201,270370608201003,27037060820,2703735180,,2735180,0194,01,Lakeville,LAKEVILLE NORTH,KENWOOD TRAIL,LAKE MARION,105
35,01,0194,028,010194028000,10194028000.0,Lakeville North High,19600 IPAVA AVE,LAKEVILLE,55044,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,194,Lakeville,19,37,Dakota,NO,4/13/2007,271778000817.0,,http://www.isd194.org,SY2018-19,POINT (479611.0911999997 4945798.9607),442,LAKEVILLE NORTH HIGH,All Students,Graduate,95.48,465,19600 Ipava Ave,Lakeville,MN,55044-7421,89.06,146255,,27,270370608201,270370608201003,27037060820,2703735180,,2735180,0194,01,Lakeville,LAKEVILLE SOUTH,KENWOOD TRAIL,LAKE MARION,105
35,01,0194,028,010194028000,10194028000.0,Lakeville North High,19600 IPAVA AVE,LAKEVILLE,55044,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,194,Lakeville,19,37,Dakota,NO,4/13/2007,271778000817.0,,http://www.isd194.org,SY2018-19,POINT (479611.0911999997 4945798.9607),442,LAKEVILLE NORTH HIGH,All Students,Graduate,95.48,465,19600 Ipava Ave,Lakeville,MN,55044-7421,89.06,146255,,27,270370608201,270370608201003,27037060820,2703735180,,2735180,0194,01,Lakeville,LAKEVILLE NORTH,CENTURY,EASTVIEW,105
36,01,2159,020,012159020000,12159020000.0,Buffalo Lake-Hector High,220 W 3RD ST,HECTOR,55342,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,6-12,33,2159,Buffalo Lake-Hector-Stewart,65,129,Renville,NO,4/13/2007,270002300704.0,,http://blh.k12.mn.us,SY2018-19,POINT (363925.0620999997 4955901.502499999),1717,BUFFALO LAKE-HECTOR SECONDARY,All Students,Graduate,86.49,37,220 W 3rd St,Hector,MN,55342-0307,97.34,64010,,27,271297901003,271297901003028,27129790100,2712928124,,2728124,2159,01,Buffalo Lake-Hector-Stewart,BUFFALO LAKE-HECTOR,,BUFFALO LAKE-HECTOR,45
37,01,0891,010,010891010000,10891010000.0,Canby High,307 1ST ST W,CANBY,56220,PUBLIC,HIGH,SECONDARY SCHOOL,SCHOOL,7-12,33,891,Canby,87,173,Yellow Medicine,NO,10/2014,270747000322.0,,http://www.canbymn.org,SY2018-19,POINT (240256.2939999998 4956082.5023),1588,CANBY SECONDARY,All Students,Graduate,97.87,47,307 1st St W,Canby,MN,56220-1400,95.82,45554,,27,271739702001,271739702001060,27173970200,2717309604,,2709604,0891,01,Canby,CANBY,,CANBY,11
38,01,0108,020,010108020000,10108020000.0,Central High,531 CENTRAL AVE,NORWOOD YOUNG AMERICA,55368,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,108,Central,10,19,Carver,NO,4/13/2007,272391001186.0,,http://www.raiders.central.k12.mn.us,SY2018-19,POINT (427011.1880999999 4958277.4987),305,CENTRAL SENIOR HIGH,All Students,Graduate,96.12,103,531 Central Ave,Norwood Young America,MN,55368,87.09,105914,,27,270190912012,270190912012061,27019091201,2701947520,,2747520,0108,01,Central,CENTRAL,CENTRAL,CENTRAL,0
39,01,2859,060,012859060000,12859060000.0,GSL High,1825 16TH ST E,GLENCOE,55336,PUBLIC,HIGH,SENIOR HIGH,SCHOOL,9-12,32,2859,Glencoe-Silver Lake,43,85,McLeod,NO,1/18/2018,270012800630.0,,http://www.gsl.k12.mn.us,SY2018-19,POINT (409986.7166999998 4958710.502599999),1893,GLENCOE-SILVER LAKE SENIOR HIGH,All Students,Graduate,91.0,100,1825 16th St E,Glencoe,MN,55336-1799,81.41,105046,,27,270859507002,270859507002008,27085950700,2708523948,,2723948,2859,01,Glencoe-Silver Lake,GSL HIGH,GSL JR.,LINCOLN & LAKESIDE,0
